"LOCATION_NAME","TSN","LATITUDE","LONGITUDE","PHONE","EFA_ID","ADDRESS","FACILITIES","ACCESSIBILITY","TRANSPORT_MODE"
"Carramar Station","216330","-33.88431779","150.9615486","02 9765 1168","10101408","Wattle Ave, Carramar NSW 2163","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space","Hearing loop | Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train"
"Casino Station","24701","-28.860663","153.038275","13 22 32","10155062","Canterbury St, Casino NSW 2470","Commuter car park | Emergency help point | Payphone | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Wheelchair ramp boarding assistance | Stairs | PA system for announcements","Train, Coach, Taxi"
"Castle Hill Bus Interchange","2154190","-33.7321484","151.0064202","","10148755","Old Castle Hill Rd, Castle Hill NSW 2154","Toilets | Taxi rank","","Bus, Taxi"
"Casula Station","217030","-33.94981838","150.911946","02 9765 1655","10101290","Rushton Pl, Casula NSW 2170","Commuter car park | Emergency help point | No Opal card top up or single trip ticket sales | Wheelchair accessible car space","This location is wheelchair accessible | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train"
"Central Station","200060","-33.88388163","151.2058293","02 9379 1777","10101100","Eddy Ave, Haymarket NSW 2000","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet (MLAK) | Luggage storage | Baby change table | Free WiFi hotspot | Taxi rank","This location is wheelchair accessible | Escalator | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Light rail, Taxi"
"Chatswood Station","206710","-33.79713406","151.1808207","02 9379 3311","10101117","Cnr Railway St & Victoria Ave, Chatswood NSW 2067","Bike lockers | Bike racks | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible payphone | Wheelchair accessible toilet (MLAK) | Baby change table | Taxi rank","This location is wheelchair accessible | Escalator | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Cheltenham Station","211920","-33.75586837","151.0788513","02 9847 8417","10101198","Sutherland Rd, Cheltenham NSW 2119","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space","Hearing loop | Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train"
"Chester Hill Station","216220","-33.8835435","150.9994456","02 9379 7703","10101405","Chester Hill Rd, Chester Hill NSW 2162","Bike racks | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Taxi rank","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Taxi"
"Chinderah Coach Stop (northbound)","24871","-28.233483","153.555962","","10150148","Oxley Park, Chindera Bay Dr, Chinderah NSW 2487","","","Coach, Bus"
"Chinderah Coach Stop (southbound)","24872","-28.232443","153.556665","","10158235","Chindera Bay Dr opp Hacienda Caravan Park, Chinderah NSW 2487","","","Coach, Bus"
"Chiswick Wharf","20462","-33.84554855","151.1417808","","10102012","Bortfield Dr, Chiswick NSW 2046","Bike racks | Emergency help point | No Opal card top up or single trip ticket sales | Toilets","This location is wheelchair accessible | Hearing loop | Stairs | PA system for announcements","Bus, Ferry"
"Circular Quay Station","200020","-33.86132358","151.2103898","02 9224 3553","10101103","Alfred St, Sydney NSW 2000","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible payphone | Wheelchair accessible toilet (MLAK) | Taxi rank","This location is wheelchair accessible | Escalator | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Ferry, Taxi"
"Clarendon Station","275630","-33.60895245","150.7885628","02 9851 7249","10101243","Racecourse Rd, Clarendon NSW 2756","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet","Hearing loop | Level crossing | Wheelchair ramp boarding assistance | Stairs | This location is not wheelchair accessible | PA system for announcements","Train"
"Clyde Station","214230","-33.83628176","151.0174895","02 9848 9212","10101220","Berry St, Granville NSW 2142","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets","Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | This location is not wheelchair accessible | PA system for announcements","Train"
"Coalcliff Station","250850","-34.24225043","150.9772427","02 4223 5569","10101359","Lawrence Hargrave Dr, Coalcliff NSW 2508","Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales | Toilets","Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus"
"Cobar Coach Stop","28351","-31.496743","145.82744","","10150127","Service Station, Marshall St at Bathurst St, Cobar NSW 2835","","","Coach"
"Cobbadah Coach Stop","23471","-30.230845","150.577905","","10150016","Cobbadah Rd after Horton Rd, Cobbadah NSW 2347","","","Coach"
"Cobram Coach Stop","364410","-35.920883","145.645189","","10150302","Cobram Station, Punt Rd, Cobram VIC 3644","","","Coach"
"Cockatoo Island Wharf","20009","-33.84559502","151.1732389","","10102002","NSW","Bike racks | Opal card top up or single trip ticket machine","This location is wheelchair accessible","Ferry"
"Cockle Creek Station","228430","-32.94270992","151.6233813","02 4962 9437","10101155","Lake Rd, Boolaroo NSW 2284","Commuter car park | Emergency help point | No Opal card top up or single trip ticket sales","Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 4 cars","Train, Bus"
"Coffs Harbour Station","24501","-30.3052","153.138175","13 22 32","10155060","Angus McLeod Pl, Coffs Harbour NSW 2450","Bike racks | Commuter car park | Payphone | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Wheelchair ramp boarding assistance | Stairs | PA system for announcements","Train, Taxi"
"Coledale Station","251530","-34.28938913","150.9433353","02 4223 5573","10101423","Cater St, Coledale NSW 2515","Commuter car park | Emergency help point | No Opal card top up or single trip ticket sales | Toilets | Taxi rank","Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train, Taxi"
"Collaroy B-Line","209722","-33.731811","151.301239","","10115360","Pittwater Rd, Collaroy NSW 2097","Bike racks | Departure indicator screen","This location is wheelchair accessible | Tactile surfaces","Bus"
"Como Station","222610","-34.00426616","151.0679988","02 9522 1244","10101343","Como Pde, Como NSW 2226","Bike lockers | Bike racks | Commuter car park | Emergency help point | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space","Hearing loop | Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train"
"Concord West Station","213810","-33.84873998","151.0856262","02 9752 8421","10101204","Queen St, Concord West NSW 2138","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet | Baby change table","This location is wheelchair accessible | Hearing loop | Lift | Stairs | PA system for announcements","Train"
"Condobolin Station","28772","-33.08391","147.153285","13 22 32","10155039","Denison St, Condobolin NSW 2877","","","Train"
"Condobolin Town Coach Stop","28773","-33.090038","147.147115","","10150280","Condobolin Bowling Club, William St, Condobolin NSW 2877","","","Coach"
"Coniston Station","250030","-34.43745489","150.8855292","02 4223 5529","10101373","Gladstone Ave, Coniston NSW 2500","Bike lockers | Bike racks | Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales | Wheelchair accessible car space | Wheelchair accessible payphone | Taxi rank","This location is not wheelchair accessible | PA system for announcements","Train, Bus, Taxi"
"Convention Centre Light Rail","2000262","-33.87262846","151.198123","","10101439","Darling Dr, Sydney NSW 2000","Emergency help point | Opal card top up or single trip ticket machine","This location is wheelchair accessible | Level crossing | Tactile surfaces | PA system for announcements","Light rail"
"Coolabah Coach Stop","28317","-31.027687","146.713126","","10150270","Gaffneys Store, Mitchell Hwy, Coolabah NSW 2831","","","Coach"
"Coolamon Coach Stop","27012","-34.815817","147.199995","","10150002","Coolamon Post Office, Cowabbie St, Coolamon NSW 2701","","","Coach"
"Coolamon Station","27011","-34.816045","147.201858","13 22 32","10155041","Wade St, Coolamon NSW 2701","","Wheelchair ramp boarding assistance","Train"
"Cooma Coach Stop","263027","-36.234146","149.126521","","10150008","Centennial Park, Bombala St, Cooma NSW 2630","","","Coach"
"Coonabarabran Coach Stop","23571","-31.279073","149.279362","","10150077","Coonabarabran Visitor Information Centre, Newell Hwy, Coonabarabran NSW 2357","","","Coach"
"Coonamble Coach Stop","28292","-30.955843","148.389184","","10150135","Castlereagh Hwy opp Namoi St, Coonamble NSW 2829","","","Coach"
"Cootamundra Station","25901","-34.641038","148.030649","13 22 32","10155050","Hovell St, Cootamundra NSW 2590","Commuter car park | Emergency help point | Payphone | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Wheelchair ramp boarding assistance | PA system for announcements","Train, Coach, Taxi"
"Corrimal Station","251820","-34.37572692","150.9049716","02 4223 5580","10101368","Murray Rd, Corrimal NSW 2518","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Wheelchair accessible car space | Wheelchair accessible payphone | Taxi rank","This location is wheelchair accessible | Level crossing | Tactile surfaces | PA system for announcements","Train, Taxi"
"Cowan Station","208120","-33.59310763","151.1717177","02 9847 8496","10101132","Pacific Hwy, Cowan NSW 2081","Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales | Toilets","This location is wheelchair accessible | Level crossing | Tactile surfaces | PA system for announcements | Short platforms, leave the train from the last 4 cars","Train"
